project,actual,predicted
xt0rted/dotnet-format,"Code quality,Continuous integration","Utilities,Code quality"
falti/dotenv-action,"Continuous integration,Utilities","Continuous integration,Utilities"
burnett01/rsync-deployments,"Deployment,Utilities","Deployment,Continuous integration"
fnkr/github-action-git-bash,Utilities,"Continuous integration,Deployment"
jwlawson/actions-setup-cmake,"Dependency management,Continuous integration","Continuous integration,Dependency management"
TimonVS/pr-labeler-action,"Project management,Utilities","Open Source management,Project management"
mathieudutour/github-tag-action,"Publishing,Utilities","Publishing,Open Source management"
gradle/gradle-build-action,"Continuous integration,Utilities","Continuous integration,Dependency management"
shyim/junit-report-annotations-action,Utilities,"Testing,Reporting"
matt-ball/newman-action,"Testing,API management","Deployment,Continuous integration"
jidicula/clang-format-action,"Code review,Code quality","Code quality,Code review"
chinthakagodawita/autoupdate,"Continuous integration,Utilities","Project management,Code review"
peter-evans/close-pull,"Open Source management,Utilities","Utilities,Open Source management"
zkqiang/tencent-cos-action,"Deployment,Container CI","Utilities,Deployment"
maxgfr/github-commit-push-file,"Continuous integration,Utilities","Utilities,Continuous integration"
ergebnis/composer-normalize-action,"Code quality,Continuous integration","Dependency management,Security"
actions-cool/check-user-permission,"Open Source management,Utilities","Utilities,Open Source management"
aochmann/actions-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Utilities,Project management"
NuGet/setup-nuget,"Dependency management,Utilities","Continuous integration,Deployment"
snickerbockers/submodules-init,"Dependency management,Utilities","Continuous integration,Community"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
JimCronqvist/action-ssh,"Continuous integration,Deployment","Deployment,Continuous integration"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
Lukasss93/telegram-action,"Reporting,Chat","Chat,Utilities"
mattnotmitt/doxygen-action,"Continuous integration,Utilities","Continuous integration,Deployment"
mxschmitt/action-tmate,"Continuous integration,Utilities","Continuous integration,Deployment"
Azure/login,"Continuous integration,Deployment","Deployment,Continuous integration"
xt0rted/slash-command-action,"Chat,Continuous integration","Open Source management,Utilities"
GaboFDC/brakeman-linter-action,"Code review,Code quality","Code quality,Code review"
AkhileshNS/heroku-deploy,"Publishing,Deployment","Deployment,Publishing"
pypa/gh-action-pypi-publish,"Publishing,Deployment","Publishing,Deployment"
julia-actions/julia-runtest,"Testing,Continuous integration","Continuous integration,Utilities"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Publishing,Deployment"
deliverybot/status,Deployment,"Deployment,Continuous integration"
nashmaniac/create-issue-action,"Support,Project management","Utilities,Open Source management"
peter-evans/find-comment,"Open Source management,Utilities","Utilities,Open Source management"
erzz/dockle-action,"Security,Code quality","Code quality,Testing"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Continuous integration,Deployment"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
ammaraskar/sphinx-problem-matcher,"Code quality,Publishing","Continuous integration,Reporting"
Attest/annotations-action,"Code quality,Continuous integration","Code quality,Testing"
shogo82148/actions-setup-redis,"Testing,Utilities","Testing,Continuous integration"
technote-space/auto-card-labeler,"Project management,Utilities","Utilities,Project management"
actionshub/test-kitchen,"Testing,Continuous integration","Continuous integration,Testing"
browser-actions/setup-geckodriver,"Testing,Continuous integration","Continuous integration,Utilities"
vmactions/solaris-vm,"Continuous integration,Utilities","Testing,Continuous integration"
nick-zh/composer,"Dependency management,Continuous integration","Dependency management,Continuous integration"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Continuous integration,Utilities"
crondaemon/close-pr,"Code review,Utilities","Project management,Open Source management"
keithalpichi/slack-action,"Reporting,Chat","Chat,Reporting"
pullreminders/slack-action,"Chat,Continuous integration","Chat,Reporting"
akosbalasko/coffee-readme,"Support,Utilities","Project management,Security"
aaronbarnaby/create-release-action,"Continuous integration,Utilities","Publishing,Utilities"
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration","Code review,Code quality"
lando/code-sign-action,"Security,Deployment","Deployment,Utilities"
tj-actions/changed-files,"Code review,Continuous integration","Utilities,Code review"
JasonEtco/is-sponsor-label-action,"Open Source management,GitHub Sponsors","Open Source management,Project management"
Eun/http-server-action,"Testing,Utilities","Deployment,Testing"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Utilities,Open Source management"
repo-sync/github-sync,"Continuous integration,Utilities","Code review,Open Source management"
innocarpe/actions-slack,"Chat,Continuous integration","Chat,Reporting"
karancode/yamllint-github-action,"Code quality,Continuous integration","Code quality,Testing"
tibdex/github-app-token,"Continuous integration,Utilities","Security,Deployment"
actions/setup-elixir,Continuous integration,"Continuous integration,Testing"
egorpugin/sw-action,"Dependency management,Project management","Continuous integration,Container CI"
ad-m/report-link-action,"Monitoring,Code quality","Continuous integration,Utilities"
darenm/Setup-VSTest,"Testing,Utilities","Continuous integration,Utilities"
wei/curl,"Continuous integration,Utilities","Continuous integration,Code quality"
peter-evans/link-checker,"Project management,Utilities","Utilities,Open Source management"
mschilde/auto-label-merge-conflicts,"Project management,Utilities","Project management,Open Source management"
stCarolas/setup-maven,Continuous integration,"Continuous integration,Utilities"
andreaswilli/delete-release-assets-action,"Continuous integration,Deployment","Publishing,Deployment"
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities","Deployment,Continuous integration"
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI","Continuous integration,Container CI"
mstksg/setup-stack,"Dependency management,Deployment","Continuous integration,Testing"
rokroskar/workflow-run-cleanup-action,"Testing,Continuous integration","Continuous integration,Publishing"
szymansd/auto-release-notes,"Project management,Utilities","Utilities,Publishing"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Deployment"
actions/go-dependency-submission,"Dependency management,Security","Dependency management,Security"
jwlawson/actions-setup-bazel,"Dependency management,Continuous integration","Continuous integration,Dependency management"
petarpetrovt/setup-sde,"Testing,Utilities","Continuous integration,Dependency management"
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
eregon/publish-release,"Publishing,Deployment","Publishing,Continuous integration"
reviewdog/action-shellcheck,"Code review,Code quality","Code quality,Code review"
codelytv/pr-size-labeler,"Code review,Utilities","Project management,Open Source management"
lucasbento/auto-close-issues,"Support,Community","Open Source management,Project management"
proudust/gh-describe,"Publishing,Utilities","Utilities,Continuous integration"
fylein/python-pylint-github-action,"Code review,Code quality","Code quality,Code review"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Security"
lukka/get-cmake,"Continuous integration,Utilities","Continuous integration,Dependency management"
geekyeggo/delete-artifact,Continuous integration,"Utilities,Continuous integration"
nf-core/setup-nextflow,"Continuous integration,Utilities","Continuous integration,Chat"
patrickedqvist/wait-for-vercel-preview,"Continuous integration,Utilities","Deployment,Continuous integration"
tj-actions/verify-changed-files,"Code search,Continuous integration","Code review,Utilities"
vitalyliber/dokku-github-action,Deployment,"Continuous integration,Deployment"
mateothegreat/action-release,"Deployment,Utilities","Publishing,Utilities"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
crazy-max/ghaction-docker-buildx,"Continuous integration,Container CI","Container CI,Code Scanning Ready"
jenschelkopf/issue-label-notification-action,"Support,Project management","Chat,Utilities"
s-weigand/setup-conda,"Dependency management,Utilities","Utilities,Code review"
messense/maturin-action,"Deployment,Utilities","Container CI,Dependency management"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Continuous integration,Dependency management"
snok/container-retention-policy,"Continuous integration,Container CI","Publishing,Utilities"
two-pack/redmine-plugin-test-action,"Testing,Continuous integration","Continuous integration,Container CI"
garygrossgarten/github-action-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
trilom/file-changes-action,"Code review,Utilities","Utilities,Continuous integration"
microsoft/setup-msbuild,"IDEs,Continuous integration","Continuous integration,Deployment"
zzzze/webhook-trigger,"Reporting,Chat","Chat,Monitoring"
edgarrc/action-7z,"Deployment,Utilities","Continuous integration,Utilities"
Dirrk/action-docs,"Project management,Utilities","Utilities,Continuous integration"
brpaz/hadolint-action,"Code quality,Container CI","Code quality,Container CI"
s0/git-publish-subdir-action,"Publishing,Deployment","Deployment,Publishing"
olegtarasov/get-tag,Utilities,"Publishing,Continuous integration"
mikehardy/buildcache-action,"Continuous integration,Utilities","Continuous integration,Code quality"
actionshub/markdownlint,"Code quality,Continuous integration","Continuous integration,Code quality"
actions/download-artifact,Utilities,"Continuous integration,Utilities"
GabrielBB/xvfb-action,"Testing,Desktop tools","Continuous integration,Testing"
MirageNet/nunit-reporter,"Testing,Reporting","Testing,Code quality"
joutvhu/get-release,"Continuous integration,Utilities","Publishing,Deployment"
BSFishy/pip-action,Utilities,"Dependency management,Continuous integration"
vijaykramesh/pr-lint-action,"Project management,Continuous integration","Code quality,Code review"
fjeremic/cron-first-interaction,"Open Source management,Utilities","Open Source management,Utilities"
dessant/label-actions,"Project management,Utilities","Project management,Open Source management"
Simek/yarn-lock-changes,"Dependency management,Code review","Dependency management,Utilities"
egor-tensin/build-boost,"Dependency management,Continuous integration","Continuous integration,Code quality"
RobertMrowiec/URLs-checker,"Project management,Code search","Project management,Open Source management"
ChristophWurst/xmllint-action,"Testing,Continuous integration","Code quality,Code review"
oxsecurity/megalinter,"Code quality,Continuous integration","Code quality,Code review"
php-actions/phpunit,"Testing,Continuous integration","Testing,Reporting"
edplato/trufflehog-actions-scan,"Security,Continuous integration","Continuous integration,Security"
actions-hub/gcloud,"Publishing,Continuous integration","Deployment,Security"
Resnovas/label-mastermind,"Project management,Utilities","Project management,Code review"
mathieu-bour/setup-sentry-cli,"Reporting,Publishing","Deployment,Code quality"
enriikke/gatsby-gh-pages-action,"Publishing,Continuous integration","Deployment,Publishing"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Code review,Utilities"
vmactions/netbsd-vm,"Testing,Continuous integration","Testing,Continuous integration"
montudor/action-zip,"Deployment,Utilities","Continuous integration,Publishing"
everlytic/branch-merge,"Continuous integration,Utilities","Utilities,Project management"
nrwl/nx-set-shas,"Continuous integration,Utilities","Continuous integration,Utilities"
rodrigogiraoserrao/python-black-check,"Code quality,Utilities","Code quality,Continuous integration"
AthleticNet/comment-test-coverage,"Testing,Code quality","Testing,Code quality"
fregante/setup-git-user,"Publishing,Deployment","Utilities,Continuous integration"
WyriHaximus/github-action-get-previous-tag,Continuous integration,"Utilities,Publishing"
treosh/lighthouse-ci-action,"Monitoring,Continuous integration","Testing,Security"
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Dependency management"
DoozyX/clang-format-lint-action,"Code review,Code quality","Code quality,Code review"
frabert/replace-string-action,Utilities,"Continuous integration,Deployment"
mavrosxristoforos/get-xml-info,"Code search,Utilities","Continuous integration,Deployment"
fabiocaccamo/create-matrix-action,"Testing,Continuous integration","Continuous integration,Container CI"
reviewdog/action-hadolint,"Code review,Code quality","Code quality,Code review"
actions/labeler,"Open Source management,Utilities","Project management,Open Source management"
lgeiger/black-action,"Code quality,Continuous integration","Code quality,Continuous integration"
jakejarvis/s3-sync-action,"Deployment,Utilities","Deployment,Continuous integration"
christian-korneck/update-container-description-action,"Container CI,Utilities","Container CI,Deployment"
hadialqattan/relies-on,"Testing,Utilities","Open Source management,Utilities"
cachix/cachix-action,"Testing,Continuous integration","Continuous integration,Dependency management"
adapttive/algolia-docsearch-action,"Publishing,Continuous integration","Deployment,Utilities"
peter-evans/enable-pull-request-automerge,"Project management,Continuous integration","Utilities,Project management"
KeisukeYamashita/create-comment,"Open Source management,Utilities","Utilities,Open Source management"
jam1garner/contributors-only,"Support,Open Source management","Open Source management,Utilities"
Secbyte/dotnet-sonarscanner,"Code quality,Continuous integration","Deployment,Continuous integration"
Roang-zero1/github-upload-release-artifacts-action,"Publishing,Continuous integration","Publishing,Deployment"
kiegroup/github-action-build-chain,"Continuous integration,Utilities","Continuous integration,Deployment"
coverallsapp/github-action,"Code review,Code quality","Testing,Code quality"
vmactions/ngrok-tunnel,"Testing,Utilities","Continuous integration,Testing"
actions/setup-node,Utilities,"Utilities,Continuous integration"
satackey/action-docker-layer-caching,"Container CI,Utilities","Continuous integration,Container CI"
ncipollo/release-action,"Project management,Continuous integration","Publishing,Deployment"
brunoborges/justextract,"Deployment,Utilities","Utilities,Deployment"
christian-draeger/read-properties,Utilities,"Utilities,Continuous integration"
dessant/support-requests,"Support,Project management","Project management,Open Source management"
rickstaa/top-issues-action,"Community,Project management","Open Source management,Project management"
StephaneBour/actions-php-cpd,"Code review,Code quality","Code quality,Continuous integration"
domjtalbot/skip-commit,"Continuous integration,Utilities","Continuous integration,Testing"
ok-nick/setup-aftman,"Continuous integration,Utilities","Utilities,Continuous integration"
actionshub/chef-install,"Dependency management,Continuous integration","Continuous integration,Chat"
nanasess/setup-php,Continuous integration,"Continuous integration,Code quality"
r7kamura/redocly-problem-matchers,"Code review,Continuous integration","Code quality,Reporting"
jaumann/github-bumpversion-action,"Continuous integration,Utilities","Publishing,Continuous integration"
mtanzi/action-automerge,"Continuous integration,Deployment","Chat,Continuous integration"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
humbletim/install-vulkan-sdk,"Dependency management,Utilities","Dependency management,Utilities"
technote-space/toc-generator,"Publishing,Utilities","Utilities,Project management"
reviewdog/action-golangci-lint,"Code review,Code quality","Code quality,Continuous integration"
Namchee/conventional-pr,"Project management,Open Source management","Utilities,Deployment"
isthatcentered/dist-to-ftp,"Continuous integration,Deployment","Deployment,Publishing"
fossa-contrib/fossa-action,"Security,Continuous integration","Continuous integration,Testing"
DanielTamkin/HasLabel,"Open Source management,Utilities","Utilities,Code review"
turtlebrowser/get-conan,"Dependency management,Continuous integration","Continuous integration,Utilities"
ecampidoglio/auto-release-draft,"Publishing,Deployment","Security,Code Scanning Ready"
hasura/comment-progress,"Reporting,Utilities","Utilities,Project management"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting"
paambaati/codeclimate-action,"Code review,Code quality","Testing,Code quality"
HarshCasper/validate-issues-over-pull-requests,"Community,Open Source management","Open Source management,Utilities"
BSFishy/meson-build,Continuous integration,"Continuous integration,Code quality"
lukka/set-shell-env,Utilities,"Continuous integration,Code quality"
MilesChou/composer-action,"Dependency management,Container CI","Dependency management,Continuous integration"
ludeeus/action-shellcheck,"Code quality,Continuous integration","Code quality,Code review"
lovasoa/setup-emscripten,"Testing,Continuous integration","Continuous integration,Utilities"
game-ci/unity-test-runner,"Community,Continuous integration","Community,Continuous integration"
BetaHuhn/repo-file-sync-action,"Continuous integration,Utilities","Open Source management,Utilities"
baijunyao/action-slack-notify,"Chat,Continuous integration","Chat,Reporting"
